code,mets,major_heading_ja,activity_ja,major_heading_en,activity_en
18070,3.5,水上・水中活動,カヌー、ボートを漕ぐ：趣味、全般,water activities,"canoeing, rowing, for pleasure, general (Taylor Code 250)"
18080,12,水上・水中活動,カヌー、ボートを漕ぐ：競技、競漕、スカル競技,water activities,"canoeing, rowing, in competition, or crew or sculling (Taylor Code 260)"
18090,3,水上・水中活動,飛び込み：踏み切り板、またはプラットホーム,water activities,"diving, springboard or platform"
18100,5,水上・水中活動,カヤック：ほどほどの労力,water activities,"kayaking, moderate effort"
18110,4,水上・水中活動,パドルボート(足で漕ぐボート),water activities,paddle boat
18120,3,水上・水中活動,セーリング：ボートやボードセーリング、ウィンドサーフィン、アイスセーリング、全般,water activities,"sailing, boat and board sailing, windsurfing, ice sailing, general (Taylor Code 235)"
18130,4.5,水上・水中活動,セーリング：競技,water activities,"sailing, in competition"
18150,6,水上・水中活動,スキー：水上スキー、ウェークボード(水上スノーボード),water activities,"skiing, water or wakeboarding (Taylor Code 220)"
18160,7,水上・水中活動,ジェットスキー：運転する、水上,water activities,"jet skiing, driving, in water"
18180,15.8,水上・水中活動,スキンダイビング：速い,water activities,"skindiving, fast"
18190,11.8,水上・水中活動,スキンダイビング：ほどほどの速さ,water activities,"skindiving, moderate"
18200,7,水上・水中活動,スキンダイビング、スキューバダイビング：全般,water activities,"skindiving, scuba diving, general (Taylor Code 310)"
18210,5,水上・水中活動,シュノーケリング,water activities,snorkeling (Taylor Code 310)
18220,3,水上・水中活動,サーフィン：ボディサーフィン、ボードサーフィン、全般,water activities,"surfing, body or board, general"
18222,5,水上・水中活動,サーフィン：ボディサーフィン、ボードサーフィン、競技,water activities,"surfing, body or board, competitive"
18225,6,水上・水中活動,パドルボードを漕ぐ：立位,water activities,"paddle boarding, standing"
18230,9.8,水上・水中活動,往復水泳：自由形、速い、きつい労力,water activities,"swimming laps, freestyle, fast, vigorous effort"
18240,5.8,水上・水中活動,往復水泳：自由形、クロール、ゆっくり、楽からほどほどの労力,water activities,"swimming laps, freestyle, front crawl, slow, light or moderate effort"
18250,9.5,水上・水中活動,水泳：背泳ぎ、全般、トレーニング、競技,water activities,"swimming, backstroke, general, training or competition"
18255,4.8,水上・水中活動,水泳：背泳ぎ、レクリエーション,water activities,"swimming, backstroke, recreational"
18260,10.3,水上・水中活動,水泳：平泳ぎ、全般、トレーニング、競技,water activities,"swimming, breaststroke, general, training or competition"
18265,5.3,水上・水中活動,水泳：平泳ぎ、レクリエーション,water activities,"swimming, breaststroke, recreational"
18270,13.8,水上・水中活動,水泳：バタフライ、全般,water activities,"swimming, butterfly, general"
18280,10,水上・水中活動,水泳：クロール、速い、68.6m/分未満、きつい労力,water activities,"swimming, crawl, fast speed, ~75 yards/minute, vigorous effort"
18290,8.3,水上・水中活動,水泳：クロール、ふつうの速さ、45.7m/分未満、きつい労力,water activities,"swimming, crawl, medium speed, ~50 yards/minute, vigorous effort"
18300,6,水上・水中活動,水泳：湖、海、川,water activities,"swimming, lake, ocean, river (Taylor Codes 280, 295)"
18310,6,水上・水中活動,水泳：のんびりと泳ぐ、競泳用プール以外、全般,water activities,"swimming, leisurely, not lap swimming, general"
18320,7,水上・水中活動,水泳：横泳ぎ、全般,water activities,"swimming, sidestroke, general"
18330,8,水上・水中活動,水泳：シンクロナイズドスイミング,water activities,"swimming, synchronized"
18340,9.8,水上・水中活動,水泳：立ち泳ぎ、速い、きつい労力,water activities,"swimming, treading water, fast, vigorous effort"
18350,3.5,水上・水中活動,水泳：立ち泳ぎ、ほどほどの労力、全般,water activities,"swimming, treading water, moderate effort, general"
18352,2.3,水上・水中活動,チュービング：川に浮かぶ、全般,water activities,"tubing, floating on a river, general"
18355,5.5,水上・水中活動,アクアビクス：水中体操,water activities,"water aerobics, water calisthenics"
18360,10,水上・水中活動,水球,water activities,water polo
18365,3,水上・水中活動,水中バレーボール,water activities,water volleyball
18366,9.8,水上・水中活動,水中ジョギング,water activities,water jogging
18367,2.5,水上・水中活動,水中歩行：楽な労力、ゆっくり,water activities,"water walking, light effort, slow pace"
18368,4.5,水上・水中活動,水中歩行：ほどほどの労力、ほどほどの速さ,water activities,"water walking, moderate effort, moderate pace"
18369,6.8,水上・水中活動,水中歩行：きつい労力、速い,water activities,"water walking, vigorous effort, brisk pace"
18370,5,水上・水中活動,急流での筏くだり、またはカヤックやカヌーを漕ぐ,water activities,"whitewater rafting, kayaking, or canoeing"
18380,5,水上・水中活動,ウィンドサーフィン：パンピング(セイルを動かすことによってボードに推進力を加える技術)をしない,water activities,"windsurfing, not pumping for speed"
18385,11,水上・水中活動,ウィンドサーフィン：カイトサーフィン、航海,water activities,"windsurfing or kitesurfing, crossing trial"
18390,13.5,水上・水中活動,ウィンドサーフィン：競技、パンピングする,water activities,"windsurfing, competition, pumping for speed"
19005,7.5,冬季活動,犬ぞりを操縦する,winter activities,"dog sledding, mushing"
19006,2.5,冬季活動,犬ぞりに乗る(操縦はしない),winter activities,"dog sledding, passenger"
19010,6,冬季活動,氷の家(かまくら、氷室)を移動する、準備する、ドリルで穴をあける,winter activities,"moving ice house, set up/drill holes"
19011,2,冬季活動,氷上釣り(水面の氷に穴をあけて行う釣り)：座位,winter activities,"ice fishing, sitting"
19018,14,冬季活動,スケート：アイスダンス,winter activities,"skating, ice dancing"
19020,5.5,冬季活動,スケート：氷上、14.5km/時以下の速さ,winter activities,"skating, ice, 9 mph or less"
19030,7,冬季活動,スケート：氷上、全般,winter activities,"skating, ice, general (Taylor Code 360)"
19040,9,冬季活動,スケート：氷上、速い、14.5km/時よりも速い、競技以外,winter activities,"skating, ice, rapidly, more than 9 mph, not competitive"
19050,13.3,冬季活動,スケート：スピードスケート、競技,winter activities,"skating, speed, competitive"
19060,7,冬季活動,スキージャンプ：スキー板を持ってジャンプ台に上る,winter activities,"ski jumping, climb up carrying skis"
19075,7,冬季活動,スキー：全般,winter activities,"skiing, general"
19080,6.8,冬季活動,スキー：クロスカントリースキー、4.0km/時、ゆっくり、または楽な労力、スキーウォーキング,winter activities,"skiing, cross country, 2.5 mph, slow or light effort, ski walking"
19090,9,冬季活動,スキー：クロスカントリースキー、6.4-7.9km/時、ほどほどの速さ、ほどほどの労力、全般,winter activities,"skiing, cross country, 4.0-4.9 mph, moderate speed and effort, general"
19100,12.5,冬季活動,スキー：クロスカントリースキー、8.0-12.7km/時、速い、きつい労力,winter activities,"skiing, cross country, 5.0-7.9 mph, brisk speed, vigorous effort"
19110,15,冬季活動,スキー：クロスカントリースキー、12.9km/時より速い、上級者、レース,winter activities,"skiing, cross country, >8.0 mph, elite skier, racing"
